RUN	linebot.LineBotSimulation	linebotsimulation	1593593433938	 	3.3.1
USER	All Check	1	START	1593593435676	1593593435676
REQUEST	1		healthy	1593593435719	1593593435740	OK	 
REQUEST	1		who are you	1593593435875	1593593435882	OK	 
REQUEST	1		parrot	1593593435977	1593593435980	OK	 
REQUEST	1		send location	1593593435988	1593593435992	OK	 
REQUEST	1		send postback	1593593436005	1593593436008	OK	 
USER	All Check	1	END	1593593435676	1593593436018
USER	All Check	2	START	1593593437275	1593593437275
REQUEST	2		healthy	1593593437276	1593593437292	OK	 
REQUEST	2		who are you	1593593437295	1593593437298	OK	 
REQUEST	2		parrot	1593593437302	1593593437306	OK	 
REQUEST	2		send location	1593593437309	1593593437318	OK	 
REQUEST	2		send postback	1593593437320	1593593437326	OK	 
USER	All Check	2	END	1593593437275	1593593437329
USER	All Check	3	START	1593593438234	1593593438234
REQUEST	3		healthy	1593593438235	1593593438253	OK	 
REQUEST	3		who are you	1593593438255	1593593438257	OK	 
REQUEST	3		parrot	1593593438260	1593593438264	OK	 
REQUEST	3		send location	1593593438267	1593593438270	OK	 
REQUEST	3		send postback	1593593438273	1593593438275	OK	 
USER	All Check	3	END	1593593438234	1593593438277
USER	All Check	4	START	1593593438946	1593593438946
REQUEST	4		healthy	1593593438949	1593593438970	OK	 
REQUEST	4		who are you	1593593438975	1593593438978	OK	 
REQUEST	4		parrot	1593593438982	1593593438985	OK	 
REQUEST	4		send location	1593593438989	1593593438992	OK	 
REQUEST	4		send postback	1593593439003	1593593439008	OK	 
USER	All Check	4	END	1593593438946	1593593439011
USER	All Check	5	START	1593593439494	1593593439494
REQUEST	5		healthy	1593593439496	1593593439509	OK	 
REQUEST	5		who are you	1593593439511	1593593439514	OK	 
REQUEST	5		parrot	1593593439516	1593593439518	OK	 
REQUEST	5		send location	1593593439520	1593593439522	OK	 
REQUEST	5		send postback	1593593439526	1593593439529	OK	 
USER	All Check	5	END	1593593439494	1593593439531
USER	All Check	6	START	1593593439954	1593593439954
REQUEST	6		healthy	1593593439955	1593593439970	OK	 
REQUEST	6		who are you	1593593439972	1593593439973	OK	 
REQUEST	6		parrot	1593593439975	1593593439977	OK	 
REQUEST	6		send location	1593593439980	1593593439983	OK	 
REQUEST	6		send postback	1593593439985	1593593439987	OK	 
USER	All Check	6	END	1593593439954	1593593439989
USER	All Check	7	START	1593593440355	1593593440355
REQUEST	7		healthy	1593593440356	1593593440362	OK	 
REQUEST	7		who are you	1593593440364	1593593440366	OK	 
REQUEST	7		parrot	1593593440369	1593593440371	OK	 
REQUEST	7		send location	1593593440373	1593593440376	OK	 
REQUEST	7		send postback	1593593440380	1593593440383	OK	 
USER	All Check	7	END	1593593440355	1593593440385
USER	All Check	8	START	1593593440704	1593593440704
REQUEST	8		healthy	1593593440705	1593593440708	OK	 
REQUEST	8		who are you	1593593440710	1593593440713	OK	 
REQUEST	8		parrot	1593593440715	1593593440718	OK	 
REQUEST	8		send location	1593593440720	1593593440722	OK	 
REQUEST	8		send postback	1593593440725	1593593440727	OK	 
USER	All Check	8	END	1593593440704	1593593440728
USER	All Check	9	START	1593593441013	1593593441013
REQUEST	9		healthy	1593593441013	1593593441017	OK	 
REQUEST	9		who are you	1593593441020	1593593441022	OK	 
REQUEST	9		parrot	1593593441025	1593593441027	OK	 
