RUN	linebot.LineBotSimulation	linebotsimulation	1593591193456	 	3.3.1
USER	All Check	1	START	1593591195015	1593591195015
REQUEST	1		healthy	1593591195048	1593591195068	OK	 
REQUEST	1		who are you	1593591195191	1593591195198	OK	 
REQUEST	1		parrot	1593591195280	1593591195283	OK	 
REQUEST	1		send location	1593591195291	1593591195294	OK	 
REQUEST	1		send postback	1593591195306	1593591195309	OK	 
USER	All Check	1	END	1593591195015	1593591195320
USER	All Check	2	START	1593591196847	1593591196847
REQUEST	2		healthy	1593591196849	1593591196866	OK	 
REQUEST	2		who are you	1593591196868	1593591196871	OK	 
REQUEST	2		parrot	1593591196875	1593591196878	OK	 
REQUEST	2		send location	1593591196881	1593591196883	OK	 
REQUEST	2		send postback	1593591196887	1593591196889	OK	 
USER	All Check	2	END	1593591196847	1593591196891
USER	All Check	3	START	1593591197957	1593591197957
REQUEST	3		healthy	1593591197959	1593591197975	OK	 
REQUEST	3		who are you	1593591197977	1593591197979	OK	 
REQUEST	3		parrot	1593591197981	1593591197983	OK	 
REQUEST	3		send location	1593591197986	1593591197988	OK	 
REQUEST	3		send postback	1593591197991	1593591197993	OK	 
USER	All Check	3	END	1593591197957	1593591197995
USER	All Check	4	START	1593591198777	1593591198777
REQUEST	4		healthy	1593591198778	1593591198796	OK	 
REQUEST	4		who are you	1593591198798	1593591198800	OK	 
REQUEST	4		parrot	1593591198803	1593591198806	OK	 
REQUEST	4		send location	1593591198809	1593591198812	OK	 
REQUEST	4		send postback	1593591198817	1593591198820	OK	 
USER	All Check	4	END	1593591198777	1593591198821
USER	All Check	5	START	1593591199428	1593591199428
REQUEST	5		healthy	1593591199429	1593591199444	OK	 
REQUEST	5		who are you	1593591199447	1593591199449	OK	 
REQUEST	5		parrot	1593591199451	1593591199453	OK	 
REQUEST	5		send location	1593591199456	1593591199458	OK	 
REQUEST	5		send postback	1593591199460	1593591199462	OK	 
USER	All Check	5	END	1593591199428	1593591199465
USER	All Check	6	START	1593591199968	1593591199968
REQUEST	6		healthy	1593591199969	1593591199988	OK	 
