RUN	linebot.LineBotSimulation	linebotsimulation	1593596148802	 	3.3.1
USER	All Check	1	START	1593596150382	1593596150382
REQUEST	1		healthy	1593596150420	1593596150446	OK	 
REQUEST	1		who are you	1593596150563	1593596150568	OK	 
REQUEST	1		parrot	1593596150643	1593596150645	OK	 
REQUEST	1		send location	1593596150650	1593596150653	OK	 
REQUEST	1		send postback	1593596150664	1593596150667	OK	 
USER	All Check	1	END	1593596150382	1593596150678
USER	All Check	2	START	1593596151969	1593596151969
REQUEST	2		healthy	1593596151970	1593596151985	OK	 
REQUEST	2		who are you	1593596151988	1593596151990	OK	 
REQUEST	2		parrot	1593596151993	1593596151995	OK	 
REQUEST	2		send location	1593596151998	1593596152001	OK	 
REQUEST	2		send postback	1593596152006	1593596152008	OK	 
USER	All Check	2	END	1593596151969	1593596152009
USER	All Check	3	START	1593596152940	1593596152940
REQUEST	3		healthy	1593596152942	1593596152956	OK	 
REQUEST	3		who are you	1593596152958	1593596152959	OK	 
REQUEST	3		parrot	1593596152962	1593596152963	OK	 
REQUEST	3		send location	1593596152966	1593596152967	OK	 
REQUEST	3		send postback	1593596152970	1593596152971	OK	 
USER	All Check	3	END	1593596152940	1593596152973
USER	All Check	4	START	1593596153640	1593596153640
REQUEST	4		healthy	1593596153642	1593596153656	OK	 
REQUEST	4		who are you	1593596153659	1593596153660	OK	 
REQUEST	4		parrot	1593596153663	1593596153665	OK	 
REQUEST	4		send location	1593596153668	1593596153670	OK	 
REQUEST	4		send postback	1593596153673	1593596153675	OK	 
USER	All Check	4	END	1593596153640	1593596153676
USER	All Check	5	START	1593596154200	1593596154200
REQUEST	5		healthy	1593596154201	1593596154215	OK	 
REQUEST	5		who are you	1593596154217	1593596154218	OK	 
REQUEST	5		parrot	1593596154220	1593596154221	OK	 
REQUEST	5		send location	1593596154224	1593596154225	OK	 
REQUEST	5		send postback	1593596154228	1593596154231	OK	 
USER	All Check	5	END	1593596154200	1593596154233
USER	All Check	6	START	1593596154659	1593596154659
REQUEST	6		healthy	1593596154660	1593596154674	OK	 
REQUEST	6		who are you	1593596154676	1593596154677	OK	 
REQUEST	6		parrot	1593596154680	1593596154681	OK	 
REQUEST	6		send location	1593596154683	1593596154685	OK	 
REQUEST	6		send postback	1593596154687	1593596154688	OK	 
USER	All Check	6	END	1593596154659	1593596154690
USER	All Check	7	START	1593596155049	1593596155049
REQUEST	7		healthy	1593596155050	1593596155055	OK	 
REQUEST	7		who are you	1593596155057	1593596155058	OK	 
REQUEST	7		parrot	1593596155060	1593596155062	OK	 
REQUEST	7		send location	1593596155064	1593596155065	OK	 
REQUEST	7		send postback	1593596155068	1593596155069	OK	 
USER	All Check	7	END	1593596155049	1593596155070
USER	All Check	8	START	1593596155400	1593596155400
REQUEST	8		healthy	1593596155401	1593596155404	OK	 
REQUEST	8		who are you	1593596155406	1593596155407	OK	 
REQUEST	8		parrot	1593596155411	1593596155413	OK	 
REQUEST	8		send location	1593596155416	1593596155423	OK	 
REQUEST	8		send postback	1593596155427	1593596155429	OK	 
USER	All Check	8	END	1593596155400	1593596155431
USER	All Check	9	START	1593596155711	1593596155711
REQUEST	9		healthy	1593596155712	1593596155715	OK	 
REQUEST	9		who are you	1593596155717	1593596155718	OK	 
REQUEST	9		parrot	1593596155721	1593596155722	OK	 
REQUEST	9		send location	1593596155724	1593596155726	OK	 
REQUEST	9		send postback	1593596155729	1593596155731	OK	 
USER	All Check	9	END	1593596155711	1593596155733
USER	All Check	10	START	1593596155991	1593596155991
REQUEST	10		healthy	1593596155993	1593596155998	OK	 
REQUEST	10		who are you	1593596156001	1593596156003	OK	 
REQUEST	10		parrot	1593596156006	1593596156008	OK	 
REQUEST	10		send location	1593596156010	1593596156011	OK	 
REQUEST	10		send postback	1593596156015	1593596156016	OK	 
USER	All Check	10	END	1593596155991	1593596156019
USER	All Check	11	START	1593596156251	1593596156251
REQUEST	11		healthy	1593596156252	1593596156255	OK	 
REQUEST	11		who are you	1593596156257	1593596156259	OK	 
REQUEST	11		parrot	1593596156262	1593596156263	OK	 
REQUEST	11		send location	1593596156265	1593596156266	OK	 
REQUEST	11		send postback	1593596156269	1593596156270	OK	 
USER	All Check	11	END	1593596156251	1593596156272
USER	All Check	12	START	1593596156490	1593596156490
REQUEST	12		healthy	1593596156491	1593596156493	OK	 
REQUEST	12		who are you	1593596156495	1593596156496	OK	 
REQUEST	12		parrot	1593596156499	1593596156500	OK	 
REQUEST	12		send location	1593596156502	1593596156503	OK	 
REQUEST	12		send postback	1593596156506	1593596156507	OK	 
USER	All Check	12	END	1593596156490	1593596156509
USER	All Check	13	START	1593596156710	1593596156710
REQUEST	13		healthy	1593596156711	1593596156714	OK	 
REQUEST	13		who are you	1593596156716	1593596156717	OK	 
REQUEST	13		parrot	1593596156719	1593596156720	OK	 
REQUEST	13		send location	1593596156722	1593596156723	OK	 
REQUEST	13		send postback	1593596156726	1593596156727	OK	 
USER	All Check	13	END	1593596156710	1593596156728
USER	All Check	14	START	1593596156910	1593596156910
REQUEST	14		healthy	1593596156911	1593596156915	OK	 
REQUEST	14		who are you	1593596156917	1593596156920	OK	 
REQUEST	14		parrot	1593596156922	1593596156923	OK	 
REQUEST	14		send location	1593596156925	1593596156927	OK	 
REQUEST	14		send postback	1593596156930	1593596156931	OK	 
USER	All Check	14	END	1593596156910	1593596156932
USER	All Check	15	START	1593596157100	1593596157100
REQUEST	15		healthy	1593596157100	1593596157103	OK	 
REQUEST	15		who are you	1593596157105	1593596157106	OK	 
REQUEST	15		parrot	1593596157109	1593596157111	OK	 
REQUEST	15		send location	1593596157113	1593596157115	OK	 
REQUEST	15		send postback	1593596157117	1593596157118	OK	 
USER	All Check	15	END	1593596157100	1593596157119
USER	All Check	16	START	1593596157279	1593596157279
REQUEST	16		healthy	1593596157280	1593596157283	OK	 
