RUN	linebot.LineBotSimulation	linebotsimulation	1593591608950	 	3.3.1
USER	All Check	1	START	1593591610532	1593591610532
REQUEST	1		healthy	1593591610564	1593591610581	OK	 
REQUEST	1		who are you	1593591610702	1593591610708	OK	 
REQUEST	1		parrot	1593591610821	1593591610824	OK	 
REQUEST	1		send location	1593591610829	1593591610833	OK	 
REQUEST	1		send postback	1593591610842	1593591610844	OK	 
USER	All Check	1	END	1593591610532	1593591610853
USER	All Check	2	START	1593591612369	1593591612369
REQUEST	2		healthy	1593591612370	1593591612384	OK	 
REQUEST	2		who are you	1593591612386	1593591612388	OK	 
REQUEST	2		parrot	1593591612391	1593591612394	OK	 
REQUEST	2		send location	1593591612398	1593591612400	OK	 
REQUEST	2		send postback	1593591612404	1593591612406	OK	 
USER	All Check	2	END	1593591612369	1593591612408
USER	All Check	3	START	1593591613480	1593591613480
REQUEST	3		healthy	1593591613482	1593591613503	OK	 
REQUEST	3		who are you	1593591613508	1593591613511	OK	 
REQUEST	3		parrot	1593591613515	1593591613517	OK	 
REQUEST	3		send location	1593591613521	1593591613523	OK	 
REQUEST	3		send postback	1593591613527	1593591613530	OK	 
USER	All Check	3	END	1593591613480	1593591613532
USER	All Check	4	START	1593591614300	1593591614300
REQUEST	4		healthy	1593591614301	1593591614320	OK	 
REQUEST	4		who are you	1593591614323	1593591614325	OK	 
REQUEST	4		parrot	1593591614327	1593591614329	OK	 
REQUEST	4		send location	1593591614332	1593591614334	OK	 
REQUEST	4		send postback	1593591614338	1593591614341	OK	 
USER	All Check	4	END	1593591614300	1593591614343
USER	All Check	5	START	1593591614950	1593591614950
REQUEST	5		healthy	1593591614952	1593591614967	OK	 
REQUEST	5		who are you	1593591614969	1593591614971	OK	 
REQUEST	5		parrot	1593591614973	1593591614975	OK	 
REQUEST	5		send location	1593591614978	1593591614980	OK	 
REQUEST	5		send postback	1593591614982	1593591614985	OK	 
USER	All Check	5	END	1593591614950	1593591614987
USER	All Check	6	START	1593591615489	1593591615489
REQUEST	6		healthy	1593591615490	1593591615506	OK	 
REQUEST	6		who are you	1593591615509	1593591615512	OK	 
REQUEST	6		parrot	1593591615516	1593591615518	OK	 
REQUEST	6		send location	1593591615520	1593591615522	OK	 
REQUEST	6		send postback	1593591615525	1593591615526	OK	 
USER	All Check	6	END	1593591615489	1593591615528
USER	All Check	7	START	1593591615951	1593591615951
REQUEST	7		healthy	1593591615953	1593591615957	OK	 
REQUEST	7		who are you	1593591615958	1593591615961	OK	 
REQUEST	7		parrot	1593591615963	1593591615966	OK	 
REQUEST	7		send location	1593591615969	1593591615972	OK	 
REQUEST	7		send postback	1593591615975	1593591615978	OK	 
USER	All Check	7	END	1593591615951	1593591615980
USER	All Check	8	START	1593591616358	1593591616358
REQUEST	8		healthy	1593591616359	1593591616362	OK	 
REQUEST	8		who are you	1593591616366	1593591616369	OK	 
REQUEST	8		parrot	1593591616372	1593591616375	OK	 
REQUEST	8		send location	1593591616378	1593591616380	OK	 
REQUEST	8		send postback	1593591616383	1593591616385	OK	 
USER	All Check	8	END	1593591616358	1593591616387
USER	All Check	9	START	1593591616731	1593591616731
REQUEST	9		healthy	1593591616732	1593591616741	OK	 
REQUEST	9		who are you	1593591616747	1593591616752	OK	 
REQUEST	9		parrot	1593591616755	1593591616758	OK	 
REQUEST	9		send location	1593591616760	1593591616763	OK	 
REQUEST	9		send postback	1593591616766	1593591616767	OK	 
USER	All Check	9	END	1593591616731	1593591616769
USER	All Check	10	START	1593591617061	1593591617061
REQUEST	10		healthy	1593591617062	1593591617065	OK	 
REQUEST	10		who are you	1593591617067	1593591617069	OK	 
REQUEST	10		parrot	1593591617072	1593591617073	OK	 
REQUEST	10		send location	1593591617076	1593591617078	OK	 
REQUEST	10		send postback	1593591617080	1593591617082	OK	 
USER	All Check	10	END	1593591617061	1593591617083
USER	All Check	11	START	1593591617360	1593591617360
REQUEST	11		healthy	1593591617362	1593591617367	OK	 
REQUEST	11		who are you	1593591617370	1593591617373	OK	 
