RUN	linebot.LineBotSimulation	linebotsimulation	1593598198531	 	3.3.1
USER	All Check	1	START	1593598200286	1593598200286
REQUEST	1		who are you	1593598200418	1593598200450	OK	 
REQUEST	1		parrot	1593598200558	1593598200561	OK	 
REQUEST	1		send location	1593598200574	1593598200576	OK	 
REQUEST	1		send postback	1593598200584	1593598200586	OK	 
USER	All Check	1	END	1593598200286	1593598200598
USER	All Check	2	START	1593598201904	1593598201904
REQUEST	2		who are you	1593598201908	1593598201923	OK	 
REQUEST	2		parrot	1593598201927	1593598201930	OK	 
REQUEST	2		send location	1593598201935	1593598201937	OK	 
REQUEST	2		send postback	1593598201940	1593598201943	OK	 
USER	All Check	2	END	1593598201904	1593598201945
USER	All Check	3	START	1593598202883	1593598202883
REQUEST	3		who are you	1593598202887	1593598202900	OK	 
REQUEST	3		parrot	1593598202903	1593598202904	OK	 
REQUEST	3		send location	1593598202907	1593598202908	OK	 
REQUEST	3		send postback	1593598202910	1593598202911	OK	 
USER	All Check	3	END	1593598202883	1593598202913
USER	All Check	4	START	1593598203593	1593598203593
REQUEST	4		who are you	1593598203595	1593598203609	OK	 
REQUEST	4		parrot	1593598203612	1593598203614	OK	 
REQUEST	4		send location	1593598203616	1593598203618	OK	 
REQUEST	4		send postback	1593598203620	1593598203621	OK	 
USER	All Check	4	END	1593598203593	1593598203623
USER	All Check	5	START	1593598204163	1593598204163
REQUEST	5		who are you	1593598204166	1593598204179	OK	 
REQUEST	5		parrot	1593598204181	1593598204183	OK	 
REQUEST	5		send location	1593598204185	1593598204186	OK	 
REQUEST	5		send postback	1593598204188	1593598204190	OK	 
USER	All Check	5	END	1593598204163	1593598204191
USER	All Check	6	START	1593598204633	1593598204633
REQUEST	6		who are you	1593598204635	1593598204649	OK	 
REQUEST	6		parrot	1593598204652	1593598204654	OK	 
REQUEST	6		send location	1593598204659	1593598204661	OK	 
REQUEST	6		send postback	1593598204665	1593598204669	OK	 
USER	All Check	6	END	1593598204633	1593598204672
USER	All Check	7	START	1593598205031	1593598205031
REQUEST	7		who are you	1593598205034	1593598205038	OK	 
REQUEST	7		parrot	1593598205040	1593598205042	OK	 
REQUEST	7		send location	1593598205045	1593598205047	OK	 
REQUEST	7		send postback	1593598205049	1593598205051	OK	 
USER	All Check	7	END	1593598205031	1593598205053
USER	All Check	8	START	1593598205393	1593598205393
REQUEST	8		who are you	1593598205395	1593598205399	OK	 
REQUEST	8		parrot	1593598205401	1593598205403	OK	 
REQUEST	8		send location	1593598205405	1593598205407	OK	 
REQUEST	8		send postback	1593598205409	1593598205410	OK	 
USER	All Check	8	END	1593598205393	1593598205411
USER	All Check	9	START	1593598205704	1593598205704
REQUEST	9		who are you	1593598205707	1593598205710	OK	 
REQUEST	9		parrot	1593598205712	1593598205713	OK	 
REQUEST	9		send location	1593598205716	1593598205717	OK	 
REQUEST	9		send postback	1593598205720	1593598205721	OK	 
USER	All Check	9	END	1593598205704	1593598205722
USER	All Check	10	START	1593598205992	1593598205992
REQUEST	10		who are you	1593598205995	1593598206000	OK	 
REQUEST	10		parrot	1593598206003	1593598206005	OK	 
REQUEST	10		send location	1593598206007	1593598206008	OK	 
REQUEST	10		send postback	1593598206011	1593598206012	OK	 
USER	All Check	10	END	1593598205992	1593598206014
USER	All Check	11	START	1593598206253	1593598206253
REQUEST	11		who are you	1593598206256	1593598206259	OK	 
REQUEST	11		parrot	1593598206262	1593598206264	OK	 
REQUEST	11		send location	1593598206267	1593598206269	OK	 
REQUEST	11		send postback	1593598206271	1593598206272	OK	 
USER	All Check	11	END	1593598206253	1593598206273
USER	All Check	12	START	1593598206492	1593598206492
REQUEST	12		who are you	1593598206495	1593598206499	OK	 
REQUEST	12		parrot	1593598206501	1593598206502	OK	 
REQUEST	12		send location	1593598206505	1593598206506	OK	 
REQUEST	12		send postback	1593598206508	1593598206509	OK	 
USER	All Check	12	END	1593598206492	1593598206511
USER	All Check	13	START	1593598206711	1593598206711
REQUEST	13		who are you	1593598206714	1593598206720	OK	 
REQUEST	13		parrot	1593598206722	1593598206723	OK	 
REQUEST	13		send location	1593598206725	1593598206726	OK	 
REQUEST	13		send postback	1593598206728	1593598206729	OK	 
USER	All Check	13	END	1593598206711	1593598206732
USER	All Check	14	START	1593598206923	1593598206923
REQUEST	14		who are you	1593598206926	1593598206928	OK	 
REQUEST	14		parrot	1593598206931	1593598206932	OK	 
REQUEST	14		send location	1593598206934	1593598206936	OK	 
REQUEST	14		send postback	1593598206938	1593598206939	OK	 
USER	All Check	14	END	1593598206923	1593598206941
USER	All Check	15	START	1593598207113	1593598207113
REQUEST	15		who are you	1593598207116	1593598207120	OK	 
REQUEST	15		parrot	1593598207122	1593598207123	OK	 
REQUEST	15		send location	1593598207125	1593598207126	OK	 
REQUEST	15		send postback	1593598207128	1593598207130	OK	 
USER	All Check	15	END	1593598207113	1593598207132
USER	All Check	16	START	1593598207293	1593598207293
REQUEST	16		who are you	1593598207295	1593598207299	OK	 
REQUEST	16		parrot	1593598207301	1593598207303	OK	 
REQUEST	16		send location	1593598207305	1593598207306	OK	 
REQUEST	16		send postback	1593598207308	1593598207309	OK	 
USER	All Check	16	END	1593598207293	1593598207310
USER	All Check	17	START	1593598207473	1593598207473
REQUEST	17		who are you	1593598207476	1593598207479	OK	 
REQUEST	17		parrot	1593598207481	1593598207483	OK	 
REQUEST	17		send location	1593598207485	1593598207487	OK	 
REQUEST	17		send postback	1593598207489	1593598207490	OK	 
USER	All Check	17	END	1593598207473	1593598207491
USER	All Check	18	START	1593598207632	1593598207632
REQUEST	18		who are you	1593598207636	1593598207638	OK	 
REQUEST	18		parrot	1593598207640	1593598207641	OK	 
REQUEST	18		send location	1593598207643	1593598207645	OK	 
REQUEST	18		send postback	1593598207647	1593598207649	OK	 
USER	All Check	18	END	1593598207632	1593598207650
USER	All Check	19	START	1593598207793	1593598207793
REQUEST	19		who are you	1593598207795	1593598207799	OK	 
REQUEST	19		parrot	1593598207801	1593598207802	OK	 
REQUEST	19		send location	1593598207804	1593598207805	OK	 
REQUEST	19		send postback	1593598207807	1593598207808	OK	 
USER	All Check	19	END	1593598207793	1593598207809
